ID,myCity,usage,scale,category,area,perimeter,rentPriceabs,rentPriceNorm,vacant,diversityNorm,max_height,nbFloors,FAR,type,supported_people,neighbourhood,dorm,luxury,location.x,location.y
399,city(0),R,M,R,159.33545606529034,54.21725047485888,1471.0478101208832,0.888918615432044,6,0.0,35.0,3,0.75,BLDG,6,Wellington-Harrington,0,0,316.0791582471537,564.5286875156115
400,city(0),R,M,R,107.46070608273388,43.41489189860664,1470.161448231017,0.8877036426518454,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,281.4287944651597,560.1991181800902
401,city(0),R,S,R,62.75866324933624,33.16002151494522,1472.8083657809048,0.8913318816491567,2,0.0,35.0,3,0.75,BLDG,12,Wellington-Harrington,0,0,360.6273051277859,559.3874706720884
402,city(0),R,M,R,103.0166397649479,41.82323951302809,1476.9214520959074,0.8969698586114659,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,466.04490173711935,557.0791225227845
403,city(0),R,M,R,86.81720317065285,37.88731986667963,1468.0458167700347,0.8848036593973615,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,253.6356632779831,556.5698464000452
404,city(0),R,M,R,58.52517019634793,32.42295690207811,1471.665421069552,0.8897652002186465,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,349.7783713003963,554.6477157027696
405,city(0),R,S,R,109.16223987656852,46.36712470227829,1468.9866535777728,0.8860933031930611,1,0.463899554207236,35.0,3,0.75,BLDG,21,Wellington-Harrington,0,0,295.45566094295776,557.5778343186894
406,city(0),R,S,R,128.62001484360775,46.583116390225186,1475.1850027349933,0.8945896358922537,4,0.463899554207236,35.0,3,0.75,BLDG,24,Wellington-Harrington,0,0,413.4301357588755,558.9606397283746
407,city(0),R,S,R,231.93149464510483,70.64998121368849,1477.1074389031699,0.89722479839496,5,0.6958493313108539,35.0,3,0.75,BLDG,45,Wellington-Harrington,0,0,449.299400655216,563.0902345329883
408,city(0),R,M,R,226.97467695120082,70.08940283812169,1476.1365968965401,0.8958940252362604,2,0.0,35.0,3,0.75,BLDG,12,Wellington-Harrington,0,0,441.81063963432683,557.6219422559062
409,city(0),R,M,R,232.94584278579458,61.75137509254071,1469.344566209569,0.8865839087913987,2,0.0,35.0,3,0.75,BLDG,12,Wellington-Harrington,0,0,315.6810598359478,550.8463227223981
410,city(0),R,M,R,95.6594142183034,41.97974306380337,1475.9166088320546,0.8955924785278851,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,482.73656884327437,545.127446846965
411,city(0),R,M,R,139.86598313670615,52.54602850964356,1474.2493129041618,0.8933070472699696,6,0.0,35.0,3,0.75,BLDG,6,Wellington-Harrington,0,0,429.617320921062,546.4495192119051
412,city(0),R,M,R,303.3495398102012,69.41349178175237,1473.2000960991131,0.8918688425442979,5,0.0,35.0,3,0.75,BLDG,15,Wellington-Harrington,0,0,404.9714722928706,546.1070120945001
413,city(0),R,L,R,116.93175702395669,46.23351082193899,1467.0810643721325,0.8834812335163715,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,266.0741257305192,542.2842275559631
414,city(0),R,M,R,61.58352509428241,33.99060603056712,1474.3878188984477,0.8934969031458546,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,463.3620563914845,538.0393679140833
415,city(0),R,M,R,190.8901534810441,70.76911170343801,1466.0629115036763,0.8820856094091101,9,0.0,35.0,3,0.75,BLDG,9,Wellington-Harrington,0,0,248.31180116303173,542.8557302579308
416,city(0),R,L,R,130.78819548008585,50.397968739957506,1471.1508424585709,0.8890598461045287,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,378.1209168636489,539.4039795977665
417,city(0),R,M,R,60.20414673749003,33.23705056605322,1473.610378839484,0.8924312340092682,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,454.6051974910283,534.3055138459608
418,city(0),R,L,R,146.35055144958918,50.481947774467855,1464.6808597325908,0.8801911740753128,3,0.0,35.0,3,0.75,BLDG,3,Wellington-Harrington,0,0,241.18287846135368,535.1108367634001
